FILENAME,URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
mw80740.txt,http://www.gila.com.br,21,www.gila.com.br,15,0,br,82.09366391,0.625,0.0094423,0.059456777,2,2,0,0,0.0,8,0.381,0,0.0,0,0,0,2,0.095,0,2,86,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mw79707.txt,http://www.h11.ru,17,www.h11.ru,10,0,ru,82.53968254,1.0,0.0180132,0.024463529,2,1,0,0,0.0,3,0.176,2,0.118,0,0,0,1,0.059,0,9,50,1,h11,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93988.txt,https://www.emolecules.com,25,www.emolecules.com,18,0,com,100.0,1.0,0.5229071,0.071166822,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1319,949,1,emolecules,100.0,100.0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,10,18,18,25,0,84,1
467971.txt,https://www.robertkanigel.com,28,www.robertkanigel.com,21,0,com,100.0,1.0,0.5229071,0.06321446,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,510,3023,1,robertkanigel,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,30,0,3,1
575031.txt,https://www.naftalina.hr,23,www.naftalina.hr,16,0,hr,100.0,1.0,0.0005731,0.055950198,2,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,2591,19489,1,naftalina,100.0,100.0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,21,35,43,102,1,167,1
589135.txt,https://www.clothyarns.com,25,www.clothyarns.com,18,0,com,100.0,1.0,0.5229071,0.061880581,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,218,1516,1,clothyarns,100.0,100.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8,2,4,12,0,30,1
566774.txt,https://www.medeniyyet.az,24,www.medeniyyet.az,17,0,az,100.0,1.0,0.0001673,0.058641891,2,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1628,1037,1,medeniyyet,100.0,100.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,87,7,24,153,52,13,1
161478.txt,https://www.unclaimedbaggage.com,31,www.unclaimedbaggage.com,24,0,com,100.0,1.0,0.5229071,0.059260649,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,13296,46769,1,unclaimedbaggage,100.0,100.0,1,0,1,0,0,1,0,20,0,1,1,1,1,1,1,0,1,208,8,38,765,2,104,1
7994800.txt,https://att-105012.weeblysite.com/,33,att-105012.weeblysite.com,25,0,com,66.69538462,0.80952381,0.5229071,0.044176234,3,1,0,0,0.0,16,0.485,6,0.182,0,0,0,3,0.091,1,173,19456,1,att-105012weeblysite,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,19,3,9,1,0,4,0
mw132053.txt,http://www.edallathmrah.ga,26,www.edallathmrah.ga,19,0,ga,49.0,1.0,0.0002256,0.056165815,2,1,0,0,0.0,14,0.538,0,0.0,0,0,0,1,0.038,0,20,213,1,edallathmrah,100.0,100.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8012575.txt,https://zhn8-d5zz.accessdomain.com/~adm1ntg/personal.nedbank.co.za/verfiy/account/clients/login.php,98,zhn8-d5zz.accessdomain.com,26,0,com,10.03449489,0.636363636,0.5229071,0.05457021,3,1,0,0,0.0,73,0.745,3,0.031,0,0,0,14,0.143,1,212,4070,1,zhn8-d5zzaccessdomain~adm1ntgpersonalnedbankcozaverfiyaccountclientsloginph,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0
8046734.txt,https://7ae6a8a5-191d-4b8a-b563-6357629589fa.id.repl.co,55,7ae6a8a5-191d-4b8a-b563-6357629589fa.id.repl.co,47,0,co,28.69471054,0.340909091,0.0059772,0.027433566,2,2,0,0,0.0,18,0.327,22,0.4,0,0,0,7,0.127,1,198,869,1,7ae6a8a5-191d-4b8a-b563-6357629589faidrepl,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
158447.txt,https://www.suspekt.org,22,www.suspekt.org,15,0,org,100.0,1.0,0.0799628,0.054791513,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,939,14069,1,suspekt,100.0,100.0,1,1,1,0,0,1,0,4,0,0,1,1,1,0,0,0,1,33,2,14,127,4,130,1
122353.txt,https://www.fdiworlddental.org,29,www.fdiworlddental.org,22,0,org,100.0,1.0,0.0799628,0.05486091,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,1321,981,1,fdiwlddental,0.0,0.0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,20,58,31,177,0,16,1
8068740.txt,https://att-yahoo-maail-hjfjhcchbdhjhsfjw105788.weeblysite.com/,63,att-yahoo-maail-hjfjhcchbdhjhsfjw105788.weeblysite.com,54,0,com,20.22696097,0.48,0.5229071,0.042024475,3,1,0,0,0.0,43,0.683,6,0.095,0,0,0,6,0.095,1,68,80,1,att-yahoo-maail-hjfjhcchbdhjhsfjw105788weeblysite,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
111437.txt,https://www.steinkjer.kommune.no,31,www.steinkjer.kommune.no,24,0,no,100.0,0.588235294,0.0023289,0.057219244,2,2,0,0,0.0,17,0.548,0,0.0,0,0,0,2,0.065,1,746,8764,1,steikjerkommue,0.0,0.0,0,0,1,0,0,1,2,0,0,1,1,1,0,0,0,0,0,3,6,10,28,0,10,1
41234.txt,https://www.stackby.com,22,www.stackby.com,15,0,com,100.0,1.0,0.5229071,0.054730674,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,6809,24212,1,stackby,100.0,100.0,1,0,1,1,0,1,15,16,0,1,1,1,0,0,1,0,1,53,81,23,113,11,92,1
581750.txt,https://www.rethunkjunkbylaura.com,33,www.rethunkjunkbylaura.com,26,0,com,100.0,1.0,0.5229071,0.047925586,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,983,3897,1,rethunkjunkbylaura,100.0,100.0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,29,72,65,131,2,140,1
381598.txt,https://www.ironworkers.org,26,www.ironworkers.org,19,0,org,100.0,1.0,0.0799628,0.065264025,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1130,2446,1,ironwkers,0.0,0.0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,4,1,7,12,0,20,1
8067525.txt,https://magalu-shop-onlinee.myshopify.com/,42,magalu-shop-onlinee.myshopify.com,33,0,com,59.7634095,0.344827586,0.5229071,0.056825282,3,1,0,0,0.0,29,0.69,0,0.0,0,0,0,5,0.119,1,98,292,1,magalu-shop-onlineemyshopify,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232202.txt,https://www.tvdream.net,22,www.tvdream.net,15,0,net,100.0,1.0,0.0384199,0.059792177,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,530,1586,1,tvdream,100.0,100.0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,23,2,2,79,0,83,1
811751.txt,https://www.southernsonomacountrylife.com,40,www.southernsonomacountrylife.com,33,0,com,100.0,1.0,0.5229071,0.06371142,3,1,0,0,0.0,27,0.675,0,0.0,0,0,0,1,0.025,1,1222,11629,1,southernsonomauntrylife,0.0,0.0,0,0,0,1,0,1,7,5,0,1,1,1,0,1,1,0,0,5,10,25,85,0,108,1
8139085.txt,https://starsonbrand-1317634057.cos.ap-beijing-fsi.myqcloud.com/starsonbrand.html,81,starsonbrand-1317634057.cos.ap-beijing-fsi.myqcloud.com,55,0,com,15.3687371,0.450980392,0.5229071,0.047483015,3,3,0,0,0.0,54,0.667,10,0.123,0,0,0,9,0.111,1,18,4190,0,0,1.960784314,1.470588235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31464.txt,https://www.torontozoo.com,25,www.torontozoo.com,18,0,com,100.0,1.0,0.5229071,0.076819624,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,505,355,1,torontozoo,100.0,100.0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,70,5,4,87,0,19,1
mw2344.txt,http://www.json.digebuy.com,26,www.json.digebuy.com,20,0,com,60.11111111,0.666666667,0.5229071,0.051993591,3,2,0,0,0.0,13,0.5,0,0.0,0,0,0,2,0.077,0,2,34,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8081628.txt,https://collabland-sync-database.firebaseapp.com/,49,collabland-sync-database.firebaseapp.com,40,0,com,51.64939024,0.333333333,0.5229071,0.058950978,3,1,0,0,0.0,36,0.735,0,0.0,0,0,0,5,0.102,1,2,671,1,collabland-sync-databasefirebaseapp,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0
253027.txt,https://www.guidaprotetta.com,28,www.guidaprotetta.com,21,0,com,100.0,1.0,0.5229071,0.062396559,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,1669,6957,1,guidaprotetta,100.0,100.0,0,0,1,1,0,1,0,2,0,1,1,1,0,0,0,0,1,37,40,94,84,0,90,1
op157.txt,http://sad.from.kg/wp-includes/phpmailer/dl/chi/excel.php?rand_13inboxlightaspxn.1774256418&fid.4.1252899642&fid_1&fav.1&rand.13inboxlight.aspxn.1774256418&fid.1252899642&fid.1&fav.1&email_&.rand_13inboxlight.aspx?n_1774256418&fid_4_n_1252899642&fid_1&fav_1,256,sad.from.kg,11,0,kg,4.026951394,0.625,7.31e-05,0.029123953,2,1,0,0,0.0,131,0.512,73,0.285,0,2,0,43,0.176,0,40,447,1,sadfromwp-includesphpmailerdlchiexcelphp?rand_13inboxlightaspxn1774256418&fid41252899642&fid_1&fav1&rand13inboxlightaspxn1774256418&fid1252899642&fid1&fav1&email_&rand_13inboxlightaspx?n_1774256418&fid_4_n_1252899642&fid_1&fav_,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0
mw145350.txt,http://www.yell.ge,18,www.yell.ge,11,0,ge,100.0,1.0,0.0001883,0.051109729,2,1,0,0,0.0,6,0.333,0,0.0,0,0,0,1,0.056,0,9,70,1,yell,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8031477.txt,https://postillon-postiche.web.app/,34,postillon-postiche.web.app,26,0,app,45.36489152,0.454545455,0.001502,0.056050826,3,1,0,0,0.0,23,0.676,0,0.0,0,0,0,3,0.088,1,44,87,0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0
8021406.txt,https://atpproduct.com/asdf/fixed0/index.php?user=abuse@optusnet.com.au,70,atpproduct.com,14,0,com,19.49483497,1.0,0.5229071,0.053688294,3,0,0,0,0.0,51,0.729,1,0.014,1,1,0,8,0.143,1,11,85,1,atpproductasdffixed0indexphp?user=abuse@optusneta,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33511.txt,https://www.diagrams.net,23,www.diagrams.net,16,0,net,100.0,1.0,0.0384199,0.061126951,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,796,335,1,diagrams,100.0,100.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,4,11,19,1,16,1
775114.txt,https://www.alandavis-forum.com,30,www.alandavis-forum.com,23,0,com,100.0,0.666666667,0.5229071,0.059562973,3,1,0,0,0.0,16,0.533,0,0.0,0,0,0,2,0.067,1,424,395,1,alandavis-forum,100.0,100.0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,4,4,1,3,2,1
mw146139.txt,http://www.cvxcv23d.s3.eu-central-1.amazonaws.com,48,www.cvxcv23d.s3.eu-central-1.amazonaws.com,42,0,com,54.44512195,0.352941176,0.5229071,0.050301064,3,4,0,0,0.0,27,0.562,4,0.083,0,0,0,6,0.125,0,3,275,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401269.txt,https://www.cao.ie,17,www.cao.ie,10,0,ie,100.0,1.0,0.0015878,0.080001145,2,1,0,0,0.0,4,0.235,0,0.0,0,0,0,1,0.059,1,342,823,1,cao,100.0,100.0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,24,3,4,31,2,33,1
7206393.txt,http://redeem-microsoft-code.sitey.me,36,redeem-microsoft-code.sitey.me,30,0,me,60.03170828,0.37037037,0.0036375,0.065856094,2,1,0,0,0.0,25,0.694,0,0.0,0,0,0,4,0.111,0,2,45,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443353.txt,https://www.orbspace.com,23,www.orbspace.com,16,0,com,100.0,1.0,0.5229071,0.068696297,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,972,13143,1,orbspace,100.0,100.0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,16,15,10,65,1,65,1
mw56299.txt,http://www.suxjweyfm.ga,22,www.suxjweyfm.ga,16,0,ga,47.50633981,1.0,0.0002256,0.031555454,2,1,0,0,0.0,10,0.455,0,0.0,0,0,0,1,0.045,0,20,210,1,suxjweyfm,100.0,100.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oph03069.txt,https://steamcommunrity.com/fungirl,34,steamcommunrity.com,19,0,com,66.92965155,1.0,0.5229071,0.05917919,3,0,0,0,0.0,24,0.706,0,0.0,0,0,0,2,0.059,1,2,289,1,steammunrityfungir,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw141900.txt,http://www.my00.ctoyh.com,24,www.my00.ctoyh.com,18,0,com,56.73469388,0.8,0.5229071,0.047397646,3,2,0,0,0.0,9,0.375,2,0.083,0,0,0,2,0.083,0,2,34,0,0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw75780.txt,http://www.seafiw.com,20,www.seafiw.com,14,0,com,77.77777778,1.0,0.5229071,0.061350016,3,1,0,0,0.0,8,0.4,0,0.0,0,0,0,1,0.05,0,2,2826,1,seafiw,100.0,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
467507.txt,https://www.nnwo.org,19,www.nnwo.org,12,0,org,100.0,1.0,0.0799628,0.065483305,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,628,1986,1,nnwo,100.0,100.0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,6,6,7,15,0,15,1
767421.txt,https://www.muzeescheveningen.nl,31,www.muzeescheveningen.nl,24,0,nl,100.0,1.0,0.0082003,0.0572907,2,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,1057,9381,1,muzeescheveige,0.0,0.0,1,1,1,0,0,1,0,3,0,1,1,1,0,0,1,0,1,12,12,22,76,7,89,1
393033.txt,https://www.gcsb.govt.nz,23,www.gcsb.govt.nz,16,0,nz,100.0,0.555555556,0.0019933,0.048186926,2,2,0,0,0.0,9,0.391,0,0.0,0,0,0,2,0.087,1,738,309,1,gcsbgovt,0.0,0.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,18,2,2,42,0,12,1
8017878.txt,https://bafybeidtooorcmx2c72wpzm3cyug5wfjffvjrn24l3mbqipqqsoy6tv6r4.ipfs.dweb.link/,82,bafybeidtooorcmx2c72wpzm3cyug5wfjffvjrn24l3mbqipqqsoy6tv6r4.ipfs.dweb.link,74,0,link,12.38763087,0.275362319,0.0003306,0.03443462,4,2,0,0,0.0,60,0.732,11,0.134,0,0,0,3,0.037,1,9,91,1,bafybeidtooorcmx2c72wpzm3cyug5wfjffvjrn24l3mbqipqqsoy6tv6r4ipfsdweb,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499336.txt,https://www.intangiblebusiness.com,33,www.intangiblebusiness.com,26,0,com,100.0,1.0,0.5229071,0.058443085,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,845,8954,1,intangiblebusiness,100.0,100.0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,21,23,27,100,0,14,1
8072935.txt,https://ipfs.io/ipfs/qmply6owapg9wmwhtib6r8hzwtvqen7unjtdqu7nhzdaun?filename=mlm.html,85,ipfs.io,7,0,io,10.57816642,1.0,0.0129268,0.039384485,2,0,0,0,0.0,65,0.765,6,0.071,1,1,0,4,0.071,1,9,93,1,ipfsipfsqmply6owapg9wmwhtib6r8hzwtvqen7unjtdqu7nhzdaun?filename=mlmhtml,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw54170.txt,http://www.andraal.cf,20,www.andraal.cf,14,0,cf,75.48209366,1.0,0.0001858,0.063760405,2,1,0,0,0.0,8,0.4,0,0.0,0,0,0,1,0.05,0,20,208,1,andraal,100.0,100.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555022.txt,https://www.gardendesigninc.com,30,www.gardendesigninc.com,23,0,com,100.0,1.0,0.5229071,0.061319248,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,394,755,1,gardendesigninc,100.0,100.0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,17,4,4,48,0,10,1
4773.txt,https://www.bigoven.com,22,www.bigoven.com,15,0,com,100.0,1.0,0.5229071,0.061106836,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,2546,2169,1,bigoven,100.0,100.0,0,0,1,1,0,1,0,2,0,1,1,1,0,0,1,0,1,27,15,16,86,0,26,1
740748.txt,https://www.nlcs.org.uk,22,www.nlcs.org.uk,15,0,uk,100.0,0.625,0.028555,0.056686665,2,2,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,1,1254,9571,1,nlcsorg,0.0,0.0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,6,5,162,4,156,1
176926.txt,https://www.moca-news.net,24,www.moca-news.net,17,0,net,100.0,0.555555556,0.0384199,0.067918016,3,1,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,1,2402,669,1,moca-ws,0.0,0.0,1,0,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,167,2,4,8,0,4,1
877991.txt,https://www.carassauga.com,25,www.carassauga.com,18,0,com,100.0,1.0,0.5229071,0.067296948,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,588,3635,1,carassauga,100.0,100.0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,12,14,17,114,5,123,1
454591.txt,https://www.heartmus.dk,22,www.heartmus.dk,15,0,dk,100.0,1.0,0.0022943,0.054600665,2,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,1506,8395,1,heartmus,100.0,100.0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,26,1,3,117,100,7,1
oph12614.txt,https://pub-6d8f605c4bd947f69b125ec466bbd0a3.r2.dev/momii.html?email=3mail@b.c,78,pub-6d8f605c4bd947f69b125ec466bbd0a3.r2.dev,43,0,dev,11.50675481,0.179487179,0.0009613,0.033491193,3,1,0,0,0.0,40,0.513,21,0.269,1,1,0,7,0.115,1,90,394,1,pub-6d8f605c4bd947f69b125ec466bbd0a3r2momiihtml?email=3mail@bc,0.0,0.0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2,0,2,0
mw141561.txt,http://www.2cqd.qxywa.com,24,www.2cqd.qxywa.com,18,0,com,45.64666103,0.7,0.5229071,0.03572396,3,2,0,0,0.0,10,0.417,1,0.042,0,0,0,2,0.083,0,2,34,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw133955.txt,http://www.tijwal.ga,20,www.tijwal.ga,13,0,ga,67.16049383,1.0,0.0002256,0.046132534,2,1,0,0,0.0,8,0.4,0,0.0,0,0,0,1,0.05,0,11,65,1,tijwal,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
823542.txt,https://www.swmaritime.org.uk,28,www.swmaritime.org.uk,21,0,uk,100.0,0.785714286,0.028555,0.059236819,2,2,0,0,0.0,14,0.5,0,0.0,0,0,0,2,0.071,1,731,9824,1,swmaritimeorg,0.0,0.0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,14,23,35,78,0,79,1
mw209537.txt,http://www.ebjedpabrikankaos.com,32,www.ebjedpabrikankaos.com,25,0,com,52.46340961,1.0,0.5229071,0.056993818,3,1,0,0,0.0,20,0.625,0,0.0,0,0,0,1,0.031,0,15,155,1,ebjedpabrikankaos,100.0,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oph13006.txt,http://ezzidinaccounting.com/qp/index.html,42,ezzidinaccounting.com,21,0,com,46.58503401,1.0,0.5229071,0.052512559,3,0,0,0,0.0,31,0.738,0,0.0,0,0,0,4,0.095,0,6,15630,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502011.txt,https://www.burgsimpson.com,26,www.burgsimpson.com,19,0,com,100.0,1.0,0.5229071,0.057029028,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1283,8047,1,burgsimpson,100.0,100.0,1,1,1,0,0,1,0,4,1,1,1,1,0,1,0,0,1,30,2,9,164,0,171,1
8057075.txt,https://ed267eeb-1f78-42c6-b13a-fc04096c978e.id.repl.co/,56,ed267eeb-1f78-42c6-b13a-fc04096c978e.id.repl.co,47,0,co,35.79296816,0.227272727,0.0059772,0.031844816,2,2,0,0,0.0,21,0.375,19,0.339,0,0,0,8,0.143,1,198,869,1,ed267eeb-1f78-42c6-b13a-fc04096c978eidrepl,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
8013495.txt,https://sonymusicticket.com/,27,sonymusicticket.com,19,0,com,69.52908587,1.0,0.5229071,0.061283941,3,0,0,0,0.0,18,0.667,0,0.0,0,0,0,1,0.037,1,90,394,1,sonymusicticket,100.0,100.0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2,0,2,0
38294.txt,https://www.ctpublic.org,23,www.ctpublic.org,16,0,org,100.0,1.0,0.0799628,0.055097244,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,6124,9116,1,ctpublic,100.0,100.0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,134,2,10,322,0,385,1
787223.txt,https://www.silverwoodbooks.co.uk,32,www.silverwoodbooks.co.uk,25,0,uk,100.0,0.888888889,0.028555,0.059798656,2,2,0,0,0.0,18,0.562,0,0.0,0,0,0,2,0.062,1,507,605,1,silverwoodbooksco,0.0,0.0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,28,2,10,71,4,80,1
7983173.txt,https://akimatsuhashi.com/jp,27,akimatsuhashi.com,17,0,com,61.14285714,1.0,0.5229071,0.055131924,3,0,0,0,0.0,17,0.63,0,0.0,0,0,0,2,0.074,1,49,765,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
85885.txt,https://www.hstyles.co.uk,24,www.hstyles.co.uk,17,0,uk,100.0,0.8,0.028555,0.054318633,2,2,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,1,758,954,1,hstylesco,0.0,0.0,0,1,1,0,0,1,0,2,0,1,1,1,0,0,0,0,1,8,7,9,0,0,22,1
411407.txt,https://www.sonicelife.com,25,www.sonicelife.com,18,0,com,100.0,1.0,0.5229071,0.068906332,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,63259,175961,1,sonicelife,100.0,100.0,0,0,1,1,0,1,0,19,1,0,1,1,1,1,1,0,1,1107,69,34,562,504,15,1
85570.txt,https://www.opensourcebrain.org,30,www.opensourcebrain.org,23,0,org,100.0,1.0,0.0799628,0.067091596,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,228,223,1,opensourcebrain,100.0,100.0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,6,8,16,24,1,10,1
833360.txt,https://www.smadent.com,22,www.smadent.com,15,0,com,100.0,1.0,0.5229071,0.067376311,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,862,354,1,smadent,100.0,100.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,143,3,3,20,1,21,1
240863.txt,https://www.greatchurchsound.com,31,www.greatchurchsound.com,24,0,com,100.0,1.0,0.5229071,0.058697486,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,1948,694,1,greatchurchsound,100.0,100.0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,17,5,13,34,0,26,1
mw149128.txt,http://www.lacagstore.net,25,www.lacagstore.net,18,0,net,84.62585034,1.0,0.0384199,0.0672205,3,1,0,0,0.0,13,0.52,0,0.0,0,0,0,1,0.04,0,2,34,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw156856.txt,http://www.86999.com,20,www.86999.com,13,0,com,76.79012346,1.0,0.5229071,0.030067965,3,1,0,0,0.0,3,0.15,5,0.25,0,0,0,1,0.05,0,2,2826,1,86999,100.0,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
434808.txt,https://www.danto.de,19,www.danto.de,12,0,de,100.0,1.0,0.0326503,0.059471633,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,6641,6844,1,anto,80.0,80.0,1,0,1,0,0,0,0,4,1,1,1,1,1,0,1,0,0,65,18,11,928,0,901,1
